Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2713241,-,-,-,-20.15,57.66,4,138,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2019,1,1,7,0,64,653,269,24.700000000000003,27.3,1012,85.5,96,5.9,0.16,64,653,269
2019,1,1,7,15,70,703,328,24.700000000000003,27.400000000000002,1012,85,96,5.800000000000001,0.16,70,703,328
2019,1,1,7,30,75,744,388,24.700000000000003,27.5,1012,84.51,95,5.800000000000001,0.16,75,744,388
2019,1,1,7,45,80,777,448,24.5,27.5,1012,83.88,95,5.800000000000001,0.16,80,777,448
2019,1,1,8,0,170,3,172,24.5,27.6,1012,83.39,95,5.800000000000001,0.16,84,805,507
2019,1,1,8,15,254,67,293,24.5,27.700000000000003,1012,82.91,94,5.800000000000001,0.16,87,830,564
2019,1,1,8,30,237,22,251,24.5,27.700000000000003,1012,82.91,94,5.7,0.16,90,852,620
2019,1,1,8,45,222,10,229,24.400000000000002,27.8,1012,81.88,94,5.7,0.16,95,867,674
2019,1,1,9,0,287,29,308,24.400000000000002,27.900000000000002,1012,81.4,94,5.6000000000000005,0.16,97,883,726
2019,1,1,9,15,100,897,775,24.400000000000002,27.900000000000002,1012,81.4,94,5.6000000000000005,0.16,100,897,775
2019,1,1,9,30,348,44,382,24.400000000000002,28,1012,80.93,94,5.5,0.16,102,910,821
2019,1,1,9,45,208,8,214,24.3,28,1012,80.52,94,5.5,0.16,106,918,864
2019,1,1,10,0,108,928,903,24.3,28.1,1012,80.06,94,5.4,0.16,108,928,903
2019,1,1,10,15,466,180,625,24.3,28.1,1012,80.06,94,5.4,0.16,109,935,939
2019,1,1,10,30,458,82,532,24.3,28.1,1012,80.06,95,5.300000000000001,0.16,111,942,971
2019,1,1,10,45,398,33,429,24.3,28.200000000000003,1012,79.2,95,5.2,0.16,112,948,999
2019,1,1,11,0,396,30,425,24.3,28.200000000000003,1012,79.2,96,5.2,0.16,113,952,1023
2019,1,1,11,15,413,32,444,24.3,28.200000000000003,1012,79.2,96,5.1000000000000005,0.16,114,956,1043
2019,1,1,11,30,468,52,519,24.3,28.200000000000003,1012,79.2,97,5.1000000000000005,0.16,114,959,1058
2019,1,1,11,45,535,145,679,24.200000000000003,28.3,1012,78.4,97,5,0.16,114,962,1069
2019,1,1,12,0,539,212,751,24.200000000000003,28.3,1012,78.4,98,5,0.16,114,963,1075
2019,1,1,12,15,533,256,788,24.200000000000003,28.3,1011,78.32000000000001,98,4.9,0.16,114,964,1077
2019,1,1,12,30,484,58,542,24.200000000000003,28.3,1011,78.32000000000001,98,4.9,0.16,114,963,1074
2019,1,1,12,45,511,88,598,24.1,28.3,1011,78.02,99,4.800000000000001,0.16,118,956,1065
2019,1,1,13,0,493,74,565,24.1,28.3,1011,78.02,99,4.800000000000001,0.16,117,954,1053
2019,1,1,13,15,508,109,613,24.1,28.3,1011,78.02,99,4.800000000000001,0.16,117,951,1036
2019,1,1,13,30,506,146,645,24.1,28.3,1011,78.02,99,4.7,0.16,116,947,1015
2019,1,1,13,45,484,262,728,24.1,28.3,1011,77.82000000000001,99,4.7,0.16,115,941,990
2019,1,1,14,0,473,239,689,24.1,28.3,1011,77.82000000000001,99,4.7,0.16,114,935,961
2019,1,1,14,15,458,145,586,24.1,28.3,1011,77.82000000000001,99,4.7,0.16,112,928,928
2019,1,1,14,30,422,296,673,24.1,28.200000000000003,1011,78.27,98,4.7,0.16,110,920,891
2019,1,1,14,45,418,181,565,24,28.200000000000003,1011,78.19,98,4.7,0.16,108,910,850
2019,1,1,15,0,394,160,518,24,28.200000000000003,1011,78.19,98,4.7,0.16,106,899,806
2019,1,1,15,15,367,214,525,24,28.200000000000003,1011,78.19,98,4.7,0.16,103,886,759
2019,1,1,15,30,340,122,425,24,28.1,1011,78.64,97,4.7,0.16,101,871,709
2019,1,1,15,45,304,277,485,24,28.1,1011,78.64,97,4.7,0.16,95,860,658
2019,1,1,16,0,288,146,376,24,28,1011,79.10000000000001,97,4.7,0.16,92,841,603
2019,1,1,16,15,225,392,444,24,28,1011,79.10000000000001,97,4.7,0.16,88,818,547
2019,1,1,16,30,150,0,150,24,27.900000000000002,1011,79.56,97,4.800000000000001,0.16,85,792,488
2019,1,1,16,45,167,13,172,24.1,27.8,1011,80.18,97,4.800000000000001,0.16,79,764,429
2019,1,1,17,0,171,82,204,24.1,27.8,1011,80.18,96,4.800000000000001,0.16,75,728,370
2019,1,1,17,15,147,126,191,24.1,27.700000000000003,1011,80.65,96,4.800000000000001,0.16,69,684,309
2019,1,1,17,30,110,283,193,24.1,27.6,1011,81.12,96,4.800000000000001,0.16,63,632,250
2019,1,1,17,45,88,248,147,24.200000000000003,27.5,1012,82.10000000000001,96,4.800000000000001,0.16,55,573,193
2019,1,1,18,0,47,489,137,24.200000000000003,27.400000000000002,1012,82.58,96,4.800000000000001,0.16,47,489,137
2019,1,1,18,15,45,160,66,24.200000000000003,27.400000000000002,1012,82.58,96,4.800000000000001,0.16,37,381,86
2019,1,1,18,30,26,92,33,24.200000000000003,27.3,1012,83.06,96,4.800000000000001,0.16,25,239,43
2019,1,1,18,45,11,77,13,24.3,27.200000000000003,1012,84.09,95,4.800000000000001,0.16,11,77,13
2019,1,1,19,0,0,0,0,24.3,27.1,1012,84.58,95,4.800000000000001,0.16,0,0,0
2019,1,1,19,15,0,0,0,24.3,27.1,1012,84.58,95,4.800000000000001,0.16,0,0,0
2019,1,1,19,30,0,0,0,24.3,27.1,1012,84.58,94,4.800000000000001,0.16,0,0,0
2019,1,1,19,45,0,0,0,24.400000000000002,27,1013,85.60000000000001,94,4.800000000000001,0.16,0,0,0
2019,1,1,20,0,0,0,0,24.400000000000002,27,1013,85.60000000000001,94,4.800000000000001,0.16,0,0,0
2019,1,1,20,15,0,0,0,24.400000000000002,26.900000000000002,1013,86.10000000000001,93,4.800000000000001,0.16,0,0,0
2019,1,1,20,30,0,0,0,24.400000000000002,26.900000000000002,1013,86.10000000000001,93,4.800000000000001,0.16,0,0,0
2019,1,1,20,45,0,0,0,24.400000000000002,26.8,1013,86.76,93,4.7,0.16,0,0,0
2019,1,1,21,0,0,0,0,24.400000000000002,26.8,1013,86.76,92,4.7,0.16,0,0,0
2019,1,1,21,15,0,0,0,24.400000000000002,26.700000000000003,1013,87.27,92,4.6000000000000005,0.16,0,0,0
2019,1,1,21,30,0,0,0,24.400000000000002,26.700000000000003,1013,87.27,91,4.6000000000000005,0.16,0,0,0
2019,1,1,21,45,0,0,0,24.400000000000002,26.700000000000003,1013,87.19,91,4.5,0.16,0,0,0
2019,1,1,22,0,0,0,0,24.400000000000002,26.6,1013,87.71000000000001,91,4.4,0.16,0,0,0
2019,1,1,22,15,0,0,0,24.400000000000002,26.6,1013,87.71000000000001,90,4.3,0.16,0,0,0
2019,1,1,22,30,0,0,0,24.400000000000002,26.5,1013,88.22,90,4.2,0.16,0,0,0
2019,1,1,22,45,0,0,0,24.3,26.5,1012,87.75,90,4.1000000000000005,0.16,0,0,0
2019,1,1,23,0,0,0,0,24.3,26.5,1012,87.75,89,4,0.16,0,0,0
2019,1,1,23,15,0,0,0,24.3,26.400000000000002,1012,88.27,89,3.9000000000000004,0.16,0,0,0
2019,1,1,23,30,0,0,0,24.3,26.400000000000002,1012,88.27,88,3.8000000000000003,0.16,0,0,0
2019,1,1,23,45,0,0,0,24.200000000000003,26.400000000000002,1012,87.67,87,3.8000000000000003,0.16,0,0,0
2019,1,2,0,0,0,0,0,24.200000000000003,26.3,1012,88.19,87,3.7,0.16,0,0,0
2019,1,2,0,15,0,0,0,24.200000000000003,26.3,1011,88.10000000000001,86,3.6,0.16,0,0,0
2019,1,2,0,30,0,0,0,24.200000000000003,26.3,1011,88.10000000000001,86,3.6,0.16,0,0,0
2019,1,2,0,45,0,0,0,24.1,26.3,1011,87.89,85,3.5,0.16,0,0,0
2019,1,2,1,0,0,0,0,24.1,26.200000000000003,1011,88.41,85,3.5,0.16,0,0,0
2019,1,2,1,15,0,0,0,24.1,26.200000000000003,1011,88.41,85,3.5,0.16,0,0,0
2019,1,2,1,30,0,0,0,24.1,26.200000000000003,1011,88.41,85,3.5,0.16,0,0,0
2019,1,2,1,45,0,0,0,24.200000000000003,26.200000000000003,1011,88.53,85,3.5,0.16,0,0,0
2019,1,2,2,0,0,0,0,24.200000000000003,26.1,1011,89.06,85,3.6,0.16,0,0,0
2019,1,2,2,15,0,0,0,24.200000000000003,26.1,1011,89.06,85,3.6,0.16,0,0,0
2019,1,2,2,30,0,0,0,24.200000000000003,26.1,1011,89.06,85,3.6,0.16,0,0,0
2019,1,2,2,45,0,0,0,24.200000000000003,26.1,1011,89.29,85,3.7,0.16,0,0,0
2019,1,2,3,0,0,0,0,24.200000000000003,26.1,1011,89.29,85,3.7,0.16,0,0,0
2019,1,2,3,15,0,0,0,24.200000000000003,26.1,1011,89.29,85,3.7,0.16,0,0,0
2019,1,2,3,30,0,0,0,24.200000000000003,26.1,1011,89.29,85,3.7,0.16,0,0,0
2019,1,2,3,45,0,0,0,24.200000000000003,26.1,1011,89.29,85,3.7,0.16,0,0,0
2019,1,2,4,0,0,0,0,24.200000000000003,26.1,1011,89.47,85,4,0.16,0,0,0
2019,1,2,4,15,0,0,0,24.200000000000003,26.1,1011,89.47,85,4,0.16,0,0,0
2019,1,2,4,30,0,0,0,24.200000000000003,26.1,1011,89.47,84,4.1000000000000005,0.16,0,0,0
2019,1,2,4,45,0,0,0,24.3,26.1,1011,89.81,84,4.2,0.16,0,0,0
2019,1,2,5,0,0,0,0,24.3,26.200000000000003,1012,89.37,84,4.3,0.16,0,0,0
2019,1,2,5,15,0,0,0,24.3,26.200000000000003,1012,89.37,83,4.4,0.16,0,0,0
2019,1,2,5,30,0,0,0,24.3,26.3,1012,88.85000000000001,83,4.6000000000000005,0.16,0,0,0
2019,1,2,5,45,14,193,20,24.400000000000002,26.3,1012,89.08,83,4.7,0.16,14,193,20
2019,1,2,6,0,25,363,57,24.400000000000002,26.400000000000002,1012,88.56,82,4.800000000000001,0.16,25,363,57
2019,1,2,6,15,35,491,105,24.400000000000002,26.5,1012,88.04,82,4.9,0.16,35,491,105
2019,1,2,6,30,43,585,159,24.400000000000002,26.5,1012,88.04,81,4.9,0.16,43,585,159
2019,1,2,6,45,49,657,217,24.3,26.6,1012,87.21000000000001,80,5,0.16,49,657,217
2019,1,2,7,0,54,714,276,24.3,26.700000000000003,1012,86.7,80,5,0.16,54,714,276
2019,1,2,7,15,59,760,337,24.3,26.8,1012,86.2,79,5,0.16,59,760,337
2019,1,2,7,30,63,798,398,24.3,26.8,1012,86.2,78,5,0.16,63,798,398
2019,1,2,7,45,67,828,458,24.200000000000003,26.900000000000002,1012,85.05,78,5,0.16,67,828,458
2019,1,2,8,0,70,854,517,24.200000000000003,27,1012,84.56,77,5.1000000000000005,0.16,70,854,517
2019,1,2,8,15,261,92,314,24.200000000000003,27.1,1012,84.06,77,5,0.16,73,876,575
2019,1,2,8,30,289,96,348,24.200000000000003,27.1,1012,84.06,76,5,0.16,76,895,631
2019,1,2,8,45,290,48,322,24.200000000000003,27.200000000000003,1012,83.49,76,5,0.16,79,911,686
2019,1,2,9,0,343,106,418,24.200000000000003,27.200000000000003,1012,83.49,75,4.9,0.16,81,926,738
2019,1,2,9,15,338,377,621,24.200000000000003,27.3,1012,83,75,4.9,0.16,83,939,788
2019,1,2,9,30,380,310,625,24.200000000000003,27.3,1012,83,75,4.800000000000001,0.16,85,950,834
2019,1,2,9,45,391,354,682,24.200000000000003,27.400000000000002,1012,82.52,74,4.800000000000001,0.16,106,927,871
2019,1,2,10,0,410,358,717,24.200000000000003,27.400000000000002,1012,82.52,74,4.7,0.16,108,935,910
2019,1,2,10,15,454,268,691,24.200000000000003,27.400000000000002,1012,82.52,74,4.7,0.16,110,943,946
2019,1,2,10,30,447,354,770,24.200000000000003,27.5,1012,82.04,73,4.6000000000000005,0.16,111,950,978
2019,1,2,10,45,112,957,1007,24.200000000000003,27.5,1012,82,73,4.6000000000000005,0.16,112,957,1007
2019,1,2,11,0,508,227,725,24.1,27.5,1011,81.92,72,4.5,0.16,113,961,1031
2019,1,2,11,15,114,965,1051,24.1,27.5,1011,81.92,71,4.5,0.16,114,965,1051
2019,1,2,11,30,114,968,1066,24.1,27.6,1011,81.44,70,4.5,0.16,114,968,1066
2019,1,2,11,45,531,241,771,24.1,27.6,1011,81.45,70,4.5,0.16,115,968,1076
2019,1,2,12,0,534,245,778,24.1,27.6,1011,81.45,69,4.5,0.16,115,969,1082
2019,1,2,12,15,518,310,828,24.1,27.6,1011,81.45,68,4.5,0.16,115,970,1084
2019,1,2,12,30,518,327,844,24.1,27.700000000000003,1011,80.98,67,4.4,0.16,115,969,1081
2019,1,2,12,45,516,300,813,24.1,27.700000000000003,1011,80.86,66,4.4,0.16,116,967,1073
2019,1,2,13,0,499,334,826,24.1,27.700000000000003,1010,80.78,64,4.4,0.16,115,965,1061
2019,1,2,13,15,519,150,664,24.1,27.700000000000003,1010,80.78,64,4.3,0.16,114,962,1045
2019,1,2,13,30,505,229,723,24.1,27.700000000000003,1010,80.78,63,4.3,0.16,113,958,1024
2019,1,2,13,45,432,404,808,24.1,27.8,1010,80.32000000000001,63,4.2,0.16,113,951,999
2019,1,2,14,0,112,945,969,24.1,27.8,1010,80.32000000000001,62,4.2,0.16,112,945,969
2019,1,2,14,15,376,462,782,24.1,27.8,1010,80.32000000000001,62,4.2,0.16,110,937,935
2019,1,2,14,30,109,929,898,24.1,27.8,1010,80.32000000000001,62,4.1000000000000005,0.16,109,929,898
2019,1,2,14,45,108,917,857,24.1,27.8,1010,80.41,61,4.1000000000000005,0.16,108,917,857
2019,1,2,15,0,106,906,812,24.1,27.900000000000002,1010,79.95,61,4,0.16,106,906,812
2019,1,2,15,15,353,299,574,24.1,27.900000000000002,1010,79.95,61,4,0.16,103,893,765
2019,1,2,15,30,295,427,593,24.1,27.900000000000002,1010,79.95,62,4,0.16,101,878,715
2019,1,2,15,45,300,303,498,24.1,27.900000000000002,1010,80.04,62,4,0.16,99,859,662
2019,1,2,16,0,257,374,484,24.1,27.900000000000002,1009,79.96000000000001,62,4,0.16,96,839,607
2019,1,2,16,15,244,304,415,24.1,27.900000000000002,1010,80.04,62,4,0.16,92,816,550
2019,1,2,16,30,227,232,345,24.1,27.900000000000002,1010,80.04,62,4.1000000000000005,0.16,88,788,491
2019,1,2,16,45,191,51,214,24.200000000000003,27.900000000000002,1010,80.22,62,4.1000000000000005,0.16,85,751,430
2019,1,2,17,0,146,9,149,24.200000000000003,27.900000000000002,1010,80.22,63,4.1000000000000005,0.16,80,713,370
2019,1,2,17,15,141,49,159,24.200000000000003,27.900000000000002,1010,80.22,62,4.2,0.16,75,668,310
2019,1,2,17,30,111,19,116,24.200000000000003,27.8,1010,80.69,62,4.2,0.16,68,613,250
2019,1,2,17,45,86,4,87,24.200000000000003,27.8,1010,80.88,62,4.2,0.16,61,539,192
2019,1,2,18,0,61,0,61,24.200000000000003,27.8,1010,80.88,62,4.3,0.16,52,453,136
2019,1,2,18,15,39,0,39,24.200000000000003,27.8,1011,80.96000000000001,62,4.3,0.16,41,342,86
2019,1,2,18,30,21,0,21,24.200000000000003,27.700000000000003,1011,81.44,61,4.3,0.16,27,200,42
2019,1,2,18,45,11,43,12,24.3,27.700000000000003,1011,81.72,61,4.3,0.16,11,43,12
2019,1,2,19,0,0,0,0,24.3,27.6,1011,82.19,61,4.3,0.16,0,0,0
2019,1,2,19,15,0,0,0,24.3,27.6,1011,82.19,60,4.4,0.16,0,0,0
2019,1,2,19,30,0,0,0,24.3,27.6,1011,82.19,60,4.4,0.16,0,0,0
2019,1,2,19,45,0,0,0,24.3,27.6,1012,82.49,60,4.4,0.16,0,0,0
2019,1,2,20,0,0,0,0,24.3,27.5,1012,82.97,60,4.4,0.16,0,0,0
2019,1,2,20,15,0,0,0,24.3,27.5,1012,82.97,59,4.5,0.16,0,0,0
2019,1,2,20,30,0,0,0,24.3,27.5,1012,82.97,59,4.5,0.16,0,0,0
2019,1,2,20,45,0,0,0,24.400000000000002,27.5,1012,83.05,59,4.6000000000000005,0.16,0,0,0
2019,1,2,21,0,0,0,0,24.400000000000002,27.400000000000002,1012,83.54,59,4.6000000000000005,0.16,0,0,0
2019,1,2,21,15,0,0,0,24.400000000000002,27.400000000000002,1012,83.54,58,4.6000000000000005,0.16,0,0,0
2019,1,2,21,30,0,0,0,24.400000000000002,27.400000000000002,1012,83.54,57,4.6000000000000005,0.16,0,0,0
2019,1,2,21,45,0,0,0,24.3,27.400000000000002,1012,83.45,57,4.7,0.16,0,0,0
2019,1,2,22,0,0,0,0,24.3,27.3,1012,83.94,56,4.7,0.16,0,0,0
2019,1,2,22,15,0,0,0,24.3,27.3,1012,83.94,55,4.7,0.16,0,0,0
2019,1,2,22,30,0,0,0,24.3,27.3,1012,83.94,55,4.7,0.16,0,0,0
2019,1,2,22,45,0,0,0,24.3,27.200000000000003,1011,84.06,54,4.7,0.16,0,0,0
2019,1,2,23,0,0,0,0,24.3,27.200000000000003,1011,84.06,53,4.7,0.16,0,0,0
2019,1,2,23,15,0,0,0,24.3,27.200000000000003,1011,84.06,52,4.6000000000000005,0.16,0,0,0
2019,1,2,23,30,0,0,0,24.3,27.1,1011,84.55,52,4.6000000000000005,0.16,0,0,0
2019,1,2,23,45,0,0,0,24.200000000000003,27.1,1011,84.16,51,4.5,0.16,0,0,0
2019,1,3,0,0,0,0,0,24.200000000000003,27,1010,84.57000000000001,50,4.5,0.16,0,0,0
2019,1,3,0,15,0,0,0,24.200000000000003,27,1010,84.57000000000001,50,4.4,0.16,0,0,0
2019,1,3,0,30,0,0,0,24.200000000000003,27,1010,84.57000000000001,50,4.3,0.16,0,0,0
2019,1,3,0,45,0,0,0,24.1,27,1010,84.37,50,4.2,0.16,0,0,0
2019,1,3,1,0,0,0,0,24.1,26.900000000000002,1010,84.86,50,4.2,0.16,0,0,0
2019,1,3,1,15,0,0,0,24.1,26.900000000000002,1010,84.86,51,4.1000000000000005,0.16,0,0,0
2019,1,3,1,30,0,0,0,24.1,27,1010,84.37,51,4,0.16,0,0,0
2019,1,3,1,45,0,0,0,24.1,27,1009,84.24,52,3.9000000000000004,0.16,0,0,0
2019,1,3,2,0,0,0,0,24.1,27,1009,84.24,52,3.8000000000000003,0.16,0,0,0
2019,1,3,2,15,0,0,0,24.1,27,1009,84.24,53,3.8000000000000003,0.16,0,0,0
2019,1,3,2,30,0,0,0,24.1,27,1009,84.24,54,3.7,0.16,0,0,0
2019,1,3,2,45,0,0,0,24.200000000000003,27,1009,84.45,55,3.7,0.16,0,0,0
2019,1,3,3,0,0,0,0,24.200000000000003,27,1009,84.45,56,3.7,0.16,0,0,0
2019,1,3,3,15,0,0,0,24.200000000000003,27,1009,84.45,56,3.7,0.16,0,0,0
2019,1,3,3,30,0,0,0,24.200000000000003,27,1009,84.45,56,3.7,0.16,0,0,0
2019,1,3,3,45,0,0,0,24.200000000000003,27,1009,84.45,56,3.7,0.16,0,0,0
2019,1,3,4,0,0,0,0,24.3,27,1010,84.95,59,3.7,0.17,0,0,0
2019,1,3,4,15,0,0,0,24.3,27,1010,84.95,59,3.8000000000000003,0.17,0,0,0
2019,1,3,4,30,0,0,0,24.3,27.1,1010,84.46000000000001,59,3.8000000000000003,0.17,0,0,0
2019,1,3,4,45,0,0,0,24.400000000000002,27.1,1010,84.99,59,3.9000000000000004,0.17,0,0,0
2019,1,3,5,0,0,0,0,24.400000000000002,27.1,1011,85.08,59,3.9000000000000004,0.17,0,0,0
2019,1,3,5,15,0,0,0,24.400000000000002,27.200000000000003,1011,84.58,59,4,0.17,0,0,0
2019,1,3,5,30,0,0,0,24.400000000000002,27.3,1011,84.09,58,4.2,0.17,0,0,0
2019,1,3,5,45,14,121,18,24.5,27.3,1011,84.61,58,4.3,0.17,14,121,18
2019,1,3,6,0,28,292,53,24.5,27.400000000000002,1011,84.11,58,4.4,0.17,28,292,53
2019,1,3,6,15,40,425,100,24.5,27.5,1011,83.63,58,4.5,0.17,40,425,100
2019,1,3,6,30,49,526,153,24.5,27.5,1011,83.63,57,4.6000000000000005,0.17,49,526,153
2019,1,3,6,45,57,604,210,24.6,27.6,1011,83.55,57,4.6000000000000005,0.17,57,604,210
2019,1,3,7,0,63,666,269,24.6,27.6,1011,83.55,57,4.7,0.17,63,666,269
2019,1,3,7,15,69,716,329,24.6,27.6,1012,83.63,56,4.7,0.17,69,716,329
2019,1,3,7,30,74,757,390,24.6,27.700000000000003,1012,83.15,56,4.800000000000001,0.17,74,757,390
2019,1,3,7,45,79,791,450,24.6,27.700000000000003,1012,83.31,56,4.800000000000001,0.17,79,791,450
2019,1,3,8,0,233,94,282,24.6,27.700000000000003,1012,83.31,55,4.9,0.17,83,818,509
2019,1,3,8,15,263,210,383,24.6,27.8,1012,82.83,55,4.9,0.17,86,843,568
2019,1,3,8,30,252,33,273,24.6,27.8,1012,82.83,55,4.9,0.17,89,864,625
2019,1,3,8,45,273,33,295,24.6,27.8,1012,82.55,54,4.9,0.17,92,883,679
2019,1,3,9,0,242,13,252,24.6,27.900000000000002,1012,82.07000000000001,54,4.9,0.17,95,899,732
2019,1,3,9,15,313,34,339,24.6,27.900000000000002,1012,82.07000000000001,54,4.9,0.17,97,913,782
2019,1,3,9,30,343,41,376,24.5,27.900000000000002,1011,81.99,54,4.9,0.17,99,924,827
2019,1,3,9,45,353,37,383,24.5,27.900000000000002,1011,81.58,54,4.9,0.17,108,924,868
2019,1,3,10,0,343,27,366,24.5,28,1011,81.11,54,4.9,0.17,110,933,908
2019,1,3,10,15,260,13,271,24.5,28,1011,81.11,54,4.9,0.17,111,941,945
2019,1,3,10,30,270,14,283,24.5,28,1011,81.11,54,4.9,0.17,113,948,977
2019,1,3,10,45,340,20,359,24.400000000000002,28,1011,80.78,54,4.9,0.17,113,955,1006
2019,1,3,11,0,479,76,551,24.400000000000002,28.1,1011,80.31,54,4.9,0.17,114,958,1029
2019,1,3,11,15,364,22,385,24.400000000000002,28.1,1011,80.31,54,4.800000000000001,0.17,115,962,1049
2019,1,3,11,30,323,17,340,24.400000000000002,28.1,1011,80.31,54,4.800000000000001,0.17,116,965,1065
2019,1,3,11,45,421,32,452,24.3,28.1,1010,79.89,54,4.800000000000001,0.17,115,969,1076
