Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2713241,-,-,-,-20.15,57.66,4,138,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2019,1,28,6,15,14,0,14,24,27.5,1008,81.29,353,4.1000000000000005,0.16,26,305,51
2019,1,28,6,30,23,0,23,24,27.5,1008,81.29,354,4.1000000000000005,0.16,36,440,98
2019,1,28,6,45,33,0,33,24,27.6,1008,80.75,355,4.1000000000000005,0.16,45,540,152
2019,1,28,7,0,46,0,46,24,27.6,1008,80.75,355,4.1000000000000005,0.16,52,617,209
2019,1,28,7,15,60,0,60,24,27.6,1008,80.75,355,4.1000000000000005,0.16,58,677,269
2019,1,28,7,30,81,0,81,24,27.6,1009,80.83,355,4.1000000000000005,0.16,63,725,330
2019,1,28,7,45,18,0,18,24.1,27.6,1009,81.44,355,4.1000000000000005,0.16,67,763,390
2019,1,28,8,0,21,0,21,24.1,27.6,1009,81.44,355,4.1000000000000005,0.16,71,795,451
2019,1,28,8,15,57,0,57,24.1,27.6,1009,81.44,354,4,0.16,75,823,511
2019,1,28,8,30,30,0,30,24.1,27.6,1009,81.44,354,4,0.16,78,846,569
2019,1,28,8,45,35,0,35,24.3,27.6,1009,82.02,353,4,0.16,81,865,625
2019,1,28,9,0,66,0,66,24.3,27.6,1009,82.02,352,4,0.16,84,882,679
2019,1,28,9,15,50,0,50,24.3,27.6,1009,82.02,351,4,0.16,86,897,731
2019,1,28,9,30,74,0,74,24.3,27.6,1009,82.02,350,4,0.16,88,910,780
2019,1,28,9,45,268,15,279,24.400000000000002,27.700000000000003,1009,82.11,349,4,0.16,103,900,821
2019,1,28,10,0,173,4,176,24.400000000000002,27.700000000000003,1009,82.11,348,4,0.16,105,910,863
2019,1,28,10,15,152,1,154,24.400000000000002,27.700000000000003,1009,82.11,347,4,0.16,107,919,902
2019,1,28,10,30,222,10,231,24.400000000000002,27.700000000000003,1009,82.11,345,4,0.16,108,927,937
2019,1,28,10,45,301,16,316,24.5,27.700000000000003,1009,82.64,344,4,0.16,110,933,968
2019,1,28,11,0,192,8,199,24.5,27.700000000000003,1009,82.64,343,4,0.16,111,938,995
2019,1,28,11,15,95,0,95,24.5,27.700000000000003,1008,82.56,341,3.9000000000000004,0.16,112,943,1018
2019,1,28,11,30,98,0,98,24.5,27.700000000000003,1008,82.56,340,3.9000000000000004,0.16,112,946,1036
2019,1,28,11,45,125,0,125,24.5,27.700000000000003,1008,82.91,338,3.9000000000000004,0.16,113,949,1050
2019,1,28,12,0,106,0,106,24.5,27.700000000000003,1008,82.91,337,3.9000000000000004,0.16,113,951,1060
2019,1,28,12,15,106,0,106,24.5,27.6,1008,83.39,335,3.8000000000000003,0.16,113,952,1064
2019,1,28,12,30,116,0,116,24.5,27.6,1008,83.39,334,3.8000000000000003,0.16,113,952,1064
2019,1,28,12,45,104,0,104,24.5,27.6,1007,83.16,333,3.7,0.16,112,952,1060
2019,1,28,13,0,103,0,103,24.5,27.6,1007,83.16,331,3.7,0.16,112,950,1050
2019,1,28,13,15,186,8,194,24.5,27.6,1007,83.16,330,3.6,0.16,111,948,1036
2019,1,28,13,30,217,10,227,24.5,27.6,1007,83.16,329,3.6,0.16,111,944,1018
2019,1,28,13,45,176,6,181,24.400000000000002,27.6,1007,82.83,327,3.5,0.16,108,942,995
2019,1,28,14,0,233,11,243,24.400000000000002,27.6,1007,82.83,326,3.4000000000000004,0.16,107,937,968
2019,1,28,14,15,261,13,272,24.400000000000002,27.5,1007,83.32000000000001,325,3.4000000000000004,0.16,106,930,937
2019,1,28,14,30,272,14,284,24.400000000000002,27.5,1007,83.32000000000001,323,3.3000000000000003,0.16,104,923,902
2019,1,28,14,45,282,16,295,24.3,27.5,1007,82.93,322,3.2,0.16,101,916,863
2019,1,28,15,0,260,14,271,24.3,27.5,1007,82.93,321,3.1,0.16,99,906,820
2019,1,28,15,15,264,16,276,24.3,27.400000000000002,1007,83.42,320,3.1,0.16,97,894,774
2019,1,28,15,30,264,19,278,24.3,27.400000000000002,1007,83.42,319,3,0.16,95,880,725
2019,1,28,15,45,139,0,139,24.200000000000003,27.400000000000002,1007,82.94,318,2.9000000000000004,0.16,91,867,674
2019,1,28,16,0,214,11,221,24.200000000000003,27.3,1007,83.43,317,2.8000000000000003,0.16,88,849,620
2019,1,28,16,15,125,0,125,24.200000000000003,27.3,1007,83.43,316,2.7,0.16,85,828,563
2019,1,28,16,30,96,0,96,24.200000000000003,27.200000000000003,1007,83.92,316,2.6,0.16,81,803,505
2019,1,28,16,45,71,0,71,24.200000000000003,27.200000000000003,1007,83.58,316,2.5,0.16,77,777,446
2019,1,28,17,0,107,0,107,24.200000000000003,27.1,1007,84.07000000000001,316,2.4000000000000004,0.16,72,742,385
2019,1,28,17,15,139,23,147,24.200000000000003,27.1,1007,84.07000000000001,317,2.4000000000000004,0.16,67,701,324
2019,1,28,17,30,10,0,10,24.200000000000003,27.1,1007,84.07000000000001,318,2.3000000000000003,0.16,62,650,263
2019,1,28,17,45,8,0,8,24.200000000000003,27,1007,84.44,319,2.2,0.16,55,589,204
2019,1,28,18,0,7,0,7,24.200000000000003,27,1007,84.44,320,2.1,0.16,47,509,147
2019,1,28,18,15,5,0,5,24.200000000000003,26.900000000000002,1007,84.93,322,2.1,0.16,38,404,93
2019,1,28,18,30,13,0,13,24.200000000000003,26.900000000000002,1007,84.93,324,2.1,0.16,26,265,47
2019,1,28,18,45,2,67,3,24.200000000000003,26.900000000000002,1008,85.3,325,2.1,0.16,12,93,15
2019,1,28,19,0,0,0,0,24.200000000000003,26.900000000000002,1008,85.3,327,2.1,0.16,0,0,0
2019,1,28,19,15,0,0,0,24.200000000000003,26.8,1008,85.8,329,2.1,0.16,0,0,0
2019,1,28,19,30,0,0,0,24.200000000000003,26.8,1008,85.8,330,2.2,0.16,0,0,0
2019,1,28,19,45,0,0,0,24.3,26.8,1008,86.21000000000001,331,2.2,0.16,0,0,0
2019,1,28,20,0,0,0,0,24.3,26.8,1008,86.21000000000001,332,2.3000000000000003,0.16,0,0,0
2019,1,28,20,15,0,0,0,24.3,26.8,1008,86.21000000000001,332,2.3000000000000003,0.16,0,0,0
2019,1,28,20,30,0,0,0,24.3,26.8,1008,86.21000000000001,332,2.4000000000000004,0.16,0,0,0
2019,1,28,20,45,0,0,0,24.3,26.8,1008,86.35000000000001,333,2.4000000000000004,0.16,0,0,0
2019,1,28,21,0,0,0,0,24.3,26.8,1008,86.35000000000001,333,2.5,0.16,0,0,0
2019,1,28,21,15,0,0,0,24.3,26.700000000000003,1008,86.86,333,2.5,0.16,0,0,0
2019,1,28,21,30,0,0,0,24.3,26.700000000000003,1008,86.86,333,2.6,0.16,0,0,0
2019,1,28,21,45,0,0,0,24.3,26.700000000000003,1008,86.79,333,2.7,0.16,0,0,0
2019,1,28,22,0,0,0,0,24.3,26.700000000000003,1008,86.79,333,2.7,0.16,0,0,0
2019,1,28,22,15,0,0,0,24.3,26.700000000000003,1008,86.79,333,2.8000000000000003,0.16,0,0,0
2019,1,28,22,30,0,0,0,24.3,26.6,1008,87.3,333,2.8000000000000003,0.16,0,0,0
2019,1,28,22,45,0,0,0,24.3,26.6,1008,87.15,333,2.9000000000000004,0.16,0,0,0
2019,1,28,23,0,0,0,0,24.3,26.6,1008,87.15,333,2.9000000000000004,0.16,0,0,0
2019,1,28,23,15,0,0,0,24.3,26.6,1008,87.15,333,3,0.16,0,0,0
2019,1,28,23,30,0,0,0,24.3,26.6,1008,87.15,333,3,0.16,0,0,0
2019,1,28,23,45,0,0,0,24.200000000000003,26.5,1008,87.3,333,3,0.16,0,0,0
2019,1,29,0,0,0,0,0,24.200000000000003,26.5,1007,87.22,333,3,0.16,0,0,0
2019,1,29,0,15,0,0,0,24.200000000000003,26.5,1007,87.22,334,3,0.16,0,0,0
2019,1,29,0,30,0,0,0,24.200000000000003,26.5,1007,87.22,334,3,0.16,0,0,0
2019,1,29,0,45,0,0,0,24.1,26.5,1007,86.60000000000001,334,3,0.16,0,0,0
2019,1,29,1,0,0,0,0,24.1,26.5,1007,86.60000000000001,334,3,0.16,0,0,0
2019,1,29,1,15,0,0,0,24.1,26.5,1007,86.60000000000001,334,2.9000000000000004,0.16,0,0,0
2019,1,29,1,30,0,0,0,24.1,26.5,1007,86.60000000000001,334,2.9000000000000004,0.16,0,0,0
2019,1,29,1,45,0,0,0,23.900000000000002,26.5,1006,85.7,334,2.9000000000000004,0.16,0,0,0
2019,1,29,2,0,0,0,0,23.900000000000002,26.5,1006,85.7,334,2.8000000000000003,0.16,0,0,0
2019,1,29,2,15,0,0,0,23.900000000000002,26.5,1006,85.7,334,2.8000000000000003,0.16,0,0,0
2019,1,29,2,30,0,0,0,23.900000000000002,26.5,1006,85.7,334,2.7,0.16,0,0,0
2019,1,29,2,45,0,0,0,23.8,26.5,1006,85.03,334,2.7,0.16,0,0,0
2019,1,29,3,0,0,0,0,23.8,26.5,1006,85.03,334,2.6,0.16,0,0,0
2019,1,29,3,15,0,0,0,23.8,26.5,1006,85.03,334,2.6,0.16,0,0,0
2019,1,29,3,30,0,0,0,23.8,26.5,1006,85.03,334,2.6,0.16,0,0,0
2019,1,29,3,45,0,0,0,23.8,26.5,1006,85.03,334,2.6,0.16,0,0,0
2019,1,29,4,0,0,0,0,23.700000000000003,26.5,1006,84.52,333,2.5,0.16,0,0,0
2019,1,29,4,15,0,0,0,23.700000000000003,26.5,1006,84.52,333,2.5,0.16,0,0,0
2019,1,29,4,30,0,0,0,23.700000000000003,26.5,1007,84.60000000000001,333,2.4000000000000004,0.16,0,0,0
2019,1,29,4,45,0,0,0,23.6,26.5,1007,84.38,332,2.4000000000000004,0.16,0,0,0
2019,1,29,5,0,0,0,0,23.6,26.6,1007,83.88,332,2.4000000000000004,0.16,0,0,0
2019,1,29,5,15,0,0,0,23.6,26.6,1007,83.88,332,2.5,0.16,0,0,0
2019,1,29,5,30,0,0,0,23.700000000000003,26.700000000000003,1007,83.39,331,2.6,0.16,0,0,0
2019,1,29,5,45,0,0,0,23.700000000000003,26.8,1007,82.95,331,2.6,0.16,0,0,0
2019,1,29,6,0,12,109,15,23.700000000000003,26.8,1007,82.95,331,2.7,0.16,12,109,15
2019,1,29,6,15,26,285,49,23.700000000000003,26.900000000000002,1008,82.55,331,2.8000000000000003,0.16,26,285,49
2019,1,29,6,30,37,423,96,23.700000000000003,27,1008,82.06,332,2.8000000000000003,0.16,37,423,96
2019,1,29,6,45,46,526,149,23.700000000000003,27,1008,82.39,333,2.8000000000000003,0.16,46,526,149
2019,1,29,7,0,54,605,207,23.700000000000003,27.1,1008,81.91,333,2.8000000000000003,0.16,54,605,207
2019,1,29,7,15,60,667,267,23.700000000000003,27.1,1008,81.91,334,2.8000000000000003,0.16,60,667,267
2019,1,29,7,30,65,716,328,23.700000000000003,27.200000000000003,1008,81.44,336,2.8000000000000003,0.16,65,716,328
2019,1,29,7,45,70,756,389,23.8,27.3,1008,81.39,337,2.8000000000000003,0.16,70,756,389
2019,1,29,8,0,74,790,450,23.8,27.400000000000002,1008,80.92,338,2.8000000000000003,0.16,74,790,450
2019,1,29,8,15,78,818,510,23.8,27.400000000000002,1008,80.92,339,2.8000000000000003,0.16,78,818,510
2019,1,29,8,30,81,842,568,23.8,27.5,1008,80.45,340,2.8000000000000003,0.16,81,842,568
2019,1,29,8,45,234,19,246,23.900000000000002,27.6,1008,80.31,341,2.8000000000000003,0.16,85,862,625
2019,1,29,9,0,289,45,319,23.900000000000002,27.700000000000003,1008,79.84,342,2.8000000000000003,0.16,87,879,680
2019,1,29,9,15,351,123,439,23.900000000000002,27.700000000000003,1008,79.84,343,2.8000000000000003,0.16,90,895,731
2019,1,29,9,30,372,104,451,23.900000000000002,27.8,1008,79.38,344,2.8000000000000003,0.16,92,908,781
2019,1,29,9,45,405,165,537,23.900000000000002,27.900000000000002,1008,79.13,345,2.8000000000000003,0.16,95,918,827
2019,1,29,10,0,427,148,550,23.900000000000002,27.900000000000002,1008,79.13,346,2.8000000000000003,0.16,97,928,869
2019,1,29,10,15,443,121,548,23.900000000000002,28,1008,78.67,347,2.8000000000000003,0.16,98,937,909
2019,1,29,10,30,436,71,499,23.900000000000002,28,1008,78.67,347,2.8000000000000003,0.16,100,944,944
2019,1,29,10,45,465,88,545,24,28.1,1008,78.26,348,2.7,0.16,102,949,975
2019,1,29,11,0,501,194,684,24,28.1,1008,78.26,348,2.7,0.16,103,954,1002
2019,1,29,11,15,504,262,756,24,28.200000000000003,1008,77.8,349,2.7,0.16,104,958,1025
2019,1,29,11,30,499,319,811,23.900000000000002,28.200000000000003,1007,77.73,350,2.6,0.16,105,961,1043
2019,1,29,11,45,523,261,780,23.900000000000002,28.200000000000003,1007,77.67,351,2.6,0.16,106,962,1056
2019,1,29,12,0,534,231,764,23.900000000000002,28.200000000000003,1007,77.67,351,2.6,0.16,107,963,1065
2019,1,29,12,15,540,195,735,23.900000000000002,28.200000000000003,1007,77.67,352,2.5,0.16,107,964,1070
2019,1,29,12,30,537,225,762,23.900000000000002,28.200000000000003,1007,77.67,352,2.5,0.16,107,964,1070
2019,1,29,12,45,232,12,244,23.900000000000002,28.200000000000003,1007,77.61,352,2.4000000000000004,0.16,100,972,1067
2019,1,29,13,0,304,16,320,23.900000000000002,28.200000000000003,1007,77.61,352,2.3000000000000003,0.16,100,970,1058
2019,1,29,13,15,473,59,531,23.900000000000002,28.200000000000003,1007,77.61,352,2.3000000000000003,0.16,99,968,1044
2019,1,29,13,30,502,108,606,23.900000000000002,28.200000000000003,1006,77.54,352,2.2,0.16,99,964,1025
2019,1,29,13,45,501,167,658,23.900000000000002,28.200000000000003,1006,77.43,352,2.1,0.16,99,958,1001
2019,1,29,14,0,486,199,669,23.900000000000002,28.200000000000003,1006,77.43,352,2,0.16,98,953,974
2019,1,29,14,15,465,226,668,23.900000000000002,28.1,1006,77.88,352,2,0.16,97,947,943
2019,1,29,14,30,446,221,638,23.900000000000002,28.1,1006,77.88,352,1.9000000000000001,0.16,95,939,907
2019,1,29,14,45,420,114,515,23.8,28.1,1006,77.60000000000001,352,1.8,0.16,94,930,868
2019,1,29,15,0,112,0,112,23.8,28,1006,78.05,352,1.7000000000000002,0.16,93,920,825
2019,1,29,15,15,118,0,118,23.8,28,1006,78.05,354,1.6,0.16,91,908,779
2019,1,29,15,30,219,9,225,23.8,27.900000000000002,1006,78.5,355,1.4000000000000001,0.16,88,895,729
2019,1,29,15,45,123,0,123,23.700000000000003,27.900000000000002,1006,78.19,356,1.3,0.16,87,877,677
2019,1,29,16,0,77,0,77,23.700000000000003,27.8,1006,78.65,357,1.2000000000000002,0.16,84,859,622
2019,1,29,16,15,55,0,55,23.700000000000003,27.700000000000003,1006,79.11,271,1.1,0.16,81,838,566
2019,1,29,16,30,54,0,54,23.700000000000003,27.700000000000003,1006,79.11,186,1,0.16,78,814,507
2019,1,29,16,45,54,0,54,23.700000000000003,27.6,1006,79.4,100,1,0.16,76,782,447
2019,1,29,17,0,16,0,16,23.700000000000003,27.5,1006,79.86,14,0.9,0.16,71,747,386
2019,1,29,17,15,13,0,13,23.700000000000003,27.5,1007,79.94,26,0.9,0.16,67,706,325
2019,1,29,17,30,10,0,10,23.700000000000003,27.400000000000002,1007,80.41,37,0.8,0.16,61,655,264
2019,1,29,17,45,8,0,8,23.8,27.400000000000002,1007,80.65,49,0.8,0.16,55,590,204
2019,1,29,18,0,66,0,66,23.8,27.3,1007,81.12,60,0.8,0.16,47,509,146
2019,1,29,18,15,5,0,5,23.8,27.3,1007,81.12,70,0.9,0.16,38,404,93
2019,1,29,18,30,4,0,4,23.8,27.200000000000003,1007,81.60000000000001,80,1,0.16,26,265,47
2019,1,29,18,45,1,20,2,23.900000000000002,27.200000000000003,1008,82.38,91,1.1,0.16,12,80,14
2019,1,29,19,0,0,0,0,23.900000000000002,27.1,1008,82.86,101,1.2000000000000002,0.16,0,0,0
2019,1,29,19,15,0,0,0,23.900000000000002,27.1,1008,82.86,104,1.4000000000000001,0.16,0,0,0
2019,1,29,19,30,0,0,0,23.900000000000002,27.1,1008,82.86,107,1.5,0.16,0,0,0
2019,1,29,19,45,0,0,0,24.1,27.1,1008,83.78,110,1.7000000000000002,0.16,0,0,0
2019,1,29,20,0,0,0,0,24.1,27,1008,84.27,113,1.8,0.16,0,0,0
2019,1,29,20,15,0,0,0,24.1,27,1008,84.27,113,2,0.16,0,0,0
2019,1,29,20,30,0,0,0,24.1,27,1008,84.27,113,2.1,0.16,0,0,0
2019,1,29,20,45,0,0,0,24.3,26.900000000000002,1008,85.8,114,2.2,0.16,0,0,0
2019,1,29,21,0,0,0,0,24.3,26.900000000000002,1008,85.8,114,2.4000000000000004,0.16,0,0,0
2019,1,29,21,15,0,0,0,24.3,26.900000000000002,1008,85.8,114,2.5,0.16,0,0,0
2019,1,29,21,30,0,0,0,24.3,26.8,1008,86.31,114,2.6,0.16,0,0,0
2019,1,29,21,45,0,0,0,24.5,26.8,1008,87.13,114,2.7,0.16,0,0,0
2019,1,29,22,0,0,0,0,24.5,26.8,1008,87.13,114,2.8000000000000003,0.16,0,0,0
2019,1,29,22,15,0,0,0,24.5,26.8,1008,87.13,114,2.9000000000000004,0.16,0,0,0
2019,1,29,22,30,0,0,0,24.5,26.700000000000003,1008,87.64,113,2.9000000000000004,0.16,0,0,0
2019,1,29,22,45,0,0,0,24.6,26.700000000000003,1008,88.06,113,3,0.16,0,0,0
2019,1,29,23,0,0,0,0,24.6,26.700000000000003,1008,88.06,112,3,0.16,0,0,0
2019,1,29,23,15,0,0,0,24.6,26.6,1008,88.58,112,3.1,0.16,0,0,0
2019,1,29,23,30,0,0,0,24.6,26.6,1008,88.58,111,3.1,0.16,0,0,0
2019,1,29,23,45,0,0,0,24.6,26.6,1007,88.83,111,3.2,0.16,0,0,0
2019,1,30,0,0,0,0,0,24.6,26.6,1007,88.83,110,3.2,0.16,0,0,0
2019,1,30,0,15,0,0,0,24.6,26.6,1007,88.83,109,3.2,0.16,0,0,0
2019,1,30,0,30,0,0,0,24.6,26.6,1007,88.83,108,3.2,0.16,0,0,0
2019,1,30,0,45,0,0,0,24.6,26.5,1007,89.43,107,3.2,0.16,0,0,0
2019,1,30,1,0,0,0,0,24.6,26.5,1007,89.43,106,3.2,0.16,0,0,0
2019,1,30,1,15,0,0,0,24.6,26.6,1007,88.91,105,3.2,0.16,0,0,0
2019,1,30,1,30,0,0,0,24.6,26.6,1006,88.82000000000001,103,3.1,0.16,0,0,0
2019,1,30,1,45,0,0,0,24.6,26.6,1006,88.77,102,3.1,0.16,0,0,0
2019,1,30,2,0,0,0,0,24.6,26.6,1006,88.77,100,3.1,0.16,0,0,0
2019,1,30,2,15,0,0,0,24.6,26.6,1006,88.77,99,3,0.16,0,0,0
2019,1,30,2,30,0,0,0,24.6,26.6,1006,88.77,97,3,0.16,0,0,0
2019,1,30,2,45,0,0,0,24.6,26.6,1006,88.73,96,3,0.16,0,0,0
2019,1,30,3,0,0,0,0,24.6,26.6,1006,88.73,95,3,0.16,0,0,0
2019,1,30,3,15,0,0,0,24.6,26.6,1006,88.73,95,3,0.16,0,0,0
2019,1,30,3,30,0,0,0,24.6,26.6,1006,88.73,95,3,0.16,0,0,0
2019,1,30,3,45,0,0,0,24.6,26.6,1006,88.73,95,3,0.16,0,0,0
2019,1,30,4,0,0,0,0,24.6,26.700000000000003,1006,88.18,90,2.8000000000000003,0.16,0,0,0
2019,1,30,4,15,0,0,0,24.6,26.700000000000003,1006,88.18,89,2.8000000000000003,0.16,0,0,0
2019,1,30,4,30,0,0,0,24.6,26.700000000000003,1006,88.18,88,2.7,0.16,0,0,0
2019,1,30,4,45,0,0,0,24.6,26.700000000000003,1006,88.21000000000001,87,2.7,0.16,0,0,0
2019,1,30,5,0,0,0,0,24.6,26.700000000000003,1006,88.21000000000001,86,2.6,0.16,0,0,0
2019,1,30,5,15,0,0,0,24.6,26.8,1007,87.78,85,2.6,0.16,0,0,0
2019,1,30,5,30,0,0,0,24.6,26.8,1007,87.78,84,2.6,0.16,0,0,0
2019,1,30,5,45,0,0,0,24.6,26.900000000000002,1007,87.06,84,2.7,0.16,0,0,0
2019,1,30,6,0,0,45,2,24.6,26.900000000000002,1007,87.06,83,2.7,0.16,12,65,13
2019,1,30,6,15,4,0,4,24.6,26.900000000000002,1007,87.06,83,2.7,0.16,27,224,45
2019,1,30,6,30,6,0,6,24.6,27,1007,86.55,83,2.6,0.16,41,362,90
2019,1,30,6,45,7,0,7,24.6,27,1007,86.58,83,2.6,0.16,51,474,143
2019,1,30,7,0,9,0,9,24.6,27,1007,86.58,83,2.6,0.16,60,556,200
2019,1,30,7,15,12,0,12,24.6,27,1007,86.58,82,2.6,0.16,67,621,259
2019,1,30,7,30,15,0,15,24.6,27.1,1007,86.08,82,2.6,0.16,73,674,319
2019,1,30,7,45,18,0,18,24.6,27.1,1008,86.05,82,2.6,0.16,78,720,381
2019,1,30,8,0,22,0,22,24.6,27.1,1008,86.05,82,2.6,0.16,83,756,441
2019,1,30,8,15,26,0,26,24.6,27.200000000000003,1008,85.54,81,2.6,0.16,87,786,501
2019,1,30,8,30,31,0,31,24.6,27.200000000000003,1008,85.54,80,2.6,0.16,91,811,559
2019,1,30,8,45,37,0,37,24.5,27.200000000000003,1008,85.36,80,2.6,0.16,92,837,616
2019,1,30,9,0,43,0,43,24.5,27.200000000000003,1008,85.36,79,2.6,0.16,95,856,670
2019,1,30,9,15,48,0,48,24.5,27.200000000000003,1008,85.36,78,2.5,0.16,98,872,722
2019,1,30,9,30,62,0,62,24.5,27.200000000000003,1007,85.28,78,2.5,0.16,100,886,771
2019,1,30,9,45,70,0,70,24.5,27.3,1007,84.67,77,2.5,0.16,117,873,812
2019,1,30,10,0,121,0,121,24.5,27.3,1007,84.67,76,2.5,0.16,119,884,854
2019,1,30,10,15,155,2,156,24.5,27.3,1007,84.67,75,2.5,0.16,121,893,893
2019,1,30,10,30,182,6,188,24.5,27.3,1007,84.67,74,2.4000000000000004,0.16,123,902,929
2019,1,30,10,45,245,12,256,24.400000000000002,27.3,1007,84.46000000000001,73,2.4000000000000004,0.16,121,914,961
2019,1,30,11,0,318,18,334,24.400000000000002,27.3,1007,84.46000000000001,72,2.4000000000000004,0.16,122,920,989
2019,1,30,11,15,390,28,417,24.400000000000002,27.3,1007,84.46000000000001,72,2.4000000000000004,0.16,124,924,1011
2019,1,30,11,30,437,40,476,24.400000000000002,27.3,1007,84.46000000000001,71,2.3000000000000003,0.16,124,928,1029
2019,1,30,11,45,484,63,546,24.400000000000002,27.3,1007,84.19,71,2.3000000000000003,0.16,122,934,1044
2019,1,30,12,0,490,63,553,24.400000000000002,27.3,1006,84.11,70,2.3000000000000003,0.16,123,936,1054
2019,1,30,12,15,445,38,484,24.400000000000002,27.3,1006,84.11,71,2.3000000000000003,0.16,123,937,1058
2019,1,30,12,30,484,57,541,24.400000000000002,27.3,1006,84.11,72,2.3000000000000003,0.16,123,937,1058
2019,1,30,12,45,500,73,573,24.400000000000002,27.200000000000003,1006,84.55,74,2.3000000000000003,0.16,118,943,1055
2019,1,30,13,0,444,40,484,24.400000000000002,27.200000000000003,1006,84.55,75,2.2,0.16,117,941,1046
2019,1,30,13,15,392,27,418,24.400000000000002,27.200000000000003,1006,84.55,77,2.3000000000000003,0.16,117,938,1032
2019,1,30,13,30,382,26,406,24.400000000000002,27.200000000000003,1006,84.55,80,2.4000000000000004,0.16,116,935,1014
2019,1,30,13,45,350,22,370,24.400000000000002,27.200000000000003,1006,84.73,83,2.4000000000000004,0.16,113,933,991
2019,1,30,14,0,293,16,308,24.400000000000002,27.200000000000003,1006,84.73,86,2.5,0.16,111,928,964
2019,1,30,14,15,222,10,230,24.400000000000002,27.200000000000003,1006,84.73,88,2.6,0.16,110,921,933
2019,1,30,14,30,201,8,207,24.400000000000002,27.200000000000003,1006,84.73,91,2.7,0.16,108,913,898
2019,1,30,14,45,176,5,180,24.5,27.1,1006,85.81,93,2.8000000000000003,0.16,105,907,859
2019,1,30,15,0,158,2,160,24.5,27.1,1006,85.81,96,3,0.16,103,896,817
2019,1,30,15,15,130,0,130,24.5,27.1,1006,85.81,97,3.1,0.16,101,884,771
2019,1,30,15,30,109,0,109,24.5,27.1,1006,85.81,99,3.3000000000000003,0.16,98,870,722
2019,1,30,15,45,112,0,112,24.700000000000003,27,1006,87.12,101,3.4000000000000004,0.16,96,853,670
2019,1,30,16,0,129,0,129,24.700000000000003,27,1006,87.12,103,3.6,0.16,93,833,615
2019,1,30,16,15,70,0,70,24.700000000000003,27,1006,87.12,104,3.7,0.16,90,812,558
2019,1,30,16,30,30,0,30,24.700000000000003,26.900000000000002,1006,87.64,105,3.9000000000000004,0.16,86,786,500
2019,1,30,16,45,25,0,25,24.8,26.900000000000002,1006,88.45,105,4.1000000000000005,0.16,81,758,441
2019,1,30,17,0,18,0,18,24.8,26.900000000000002,1006,88.45,106,4.3,0.16,76,723,380
2019,1,30,17,15,15,0,15,24.8,26.8,1006,88.97,106,4.4,0.16,71,680,320
2019,1,30,17,30,11,0,11,24.8,26.8,1007,89.05,107,4.6000000000000005,0.16,65,628,259
2019,1,30,17,45,9,0,9,25,26.700000000000003,1007,90.25,107,4.800000000000001,0.16,58,566,200
2019,1,30,18,0,7,0,7,25,26.700000000000003,1007,90.25,108,4.9,0.16,49,484,143
2019,1,30,18,15,6,0,6,25,26.700000000000003,1007,90.25,108,5,0.16,39,377,90
2019,1,30,18,30,4,0,4,25,26.700000000000003,1007,90.25,108,5.1000000000000005,0.16,26,239,45
2019,1,30,18,45,0,61,1,25,26.700000000000003,1007,90.60000000000001,109,5.2,0.16,12,68,13
2019,1,30,19,0,0,0,0,25,26.700000000000003,1008,90.69,109,5.300000000000001,0.16,0,0,0
2019,1,30,19,15,0,0,0,25,26.700000000000003,1008,90.69,109,5.4,0.16,0,0,0
2019,1,30,19,30,0,0,0,25,26.700000000000003,1008,90.69,109,5.4,0.16,0,0,0
2019,1,30,19,45,0,0,0,25.1,26.8,1008,90.33,109,5.4,0.16,0,0,0
2019,1,30,20,0,0,0,0,25.1,26.8,1008,90.33,109,5.4,0.16,0,0,0
2019,1,30,20,15,0,0,0,25.1,26.8,1008,90.33,109,5.4,0.16,0,0,0
2019,1,30,20,30,0,0,0,25.1,26.8,1008,90.33,108,5.4,0.16,0,0,0
2019,1,30,20,45,0,0,0,25.1,26.8,1008,90.55,108,5.4,0.16,0,0,0
2019,1,30,21,0,0,0,0,25.1,26.8,1008,90.55,108,5.4,0.16,0,0,0
